"","hgnc_symbol","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position","band"
"345","RAB42",115273,"ENSG00000188060","1",28592200,28595443,"p35.3"
"346","RAP1GAP",5909,"ENSG00000076864","1",21596215,21669363,"p36.12"
"347","RBP7",116362,"ENSG00000162444","1",9997206,10016020,"p36.22"
"348","RCAN3",11123,"ENSG00000117602","1",24502351,24541040,"p36.11"
"349","RCC1",1104,"ENSG00000180198","1",28505943,28539300,"p35.3"
"350","RCC2",55920,"ENSG00000179051","1",17406760,17439724,"p36.13"
"351","RCC2",55920,"ENSG00000281540","CHR_HG2095_PATCH",17409469,17442433,""
"352","RER1",11079,"ENSG00000157916","1",2391775,2405444,"p36.32"
"353","RERE",473,"ENSG00000142599","1",8352397,8817643,"p36.23"
"354","RHCE",6006,"ENSG00000188672","1",25362249,25430192,"p36.11"
"355","RHD",6007,"ENSG00000187010","1",25272393,25330445,"p36.11"
"356","RNF186",54546,"ENSG00000178828","1",19814029,19815278,"p36.13"
"357","RNF207",388591,"ENSG00000158286","1",6205475,6221299,"p36.31"
"358","RNF223",401934,"ENSG00000237330","1",1070966,1074307,"p36.33"
"359","RNU11",26824,"ENSG00000274978","1",28648600,28648733,"p35.3"
"360","RPA2",6118,"ENSG00000117748","1",27891524,27914746,"p35.3"
"361","RPL11",6135,"ENSG00000142676","1",23691779,23696425,"p36.11"
"362","RPL22",6146,"ENSG00000116251","1",6181269,6209389,"p36.31"
"363","RPS6KA1",6195,"ENSG00000117676","1",26529761,26575030,"p36.11"
"364","RPS6KA1",6195,"ENSG00000281877","CHR_HG2058_PATCH",26529761,26575030,""
"365","RSC1A1",6248,"ENSG00000215695","1",15659869,15661722,"p36.21"
"366","RSG1",79363,"ENSG00000132881","1",16231700,16237162,"p36.13"
"367","RUNX3",864,"ENSG00000020633","1",24899511,24965121,"p36.11"
"368","SAMD11",148398,"ENSG00000187634","1",923928,944581,"p36.33"
"369","SCARNA1",677774,"ENSG00000252947","1",27834401,27834566,"p35.3"
"370","SCNN1D",6339,"ENSG00000162572","1",1280436,1292029,"p36.33"
"371","SDC3",9672,"ENSG00000162512","1",30869467,30908761,"p35.2"
"372","SDF4",51150,"ENSG00000078808","1",1216908,1232031,"p36.33"
"373","SDHB",6390,"ENSG00000117118","1",17018722,17054170,"p36.13"
"374","SERINC2",347735,"ENSG00000168528","1",31409565,31434680,"p35.2"
"375","SESN2",83667,"ENSG00000130766","1",28259527,28282491,"p35.3"
"376","SFN",2810,"ENSG00000175793","1",26863138,26864457,"p36.11"
"377","SH2D5",400745,"ENSG00000189410","1",20719732,20732837,"p36.12"
"378","SH3BGRL3",83442,"ENSG00000142669","1",26279176,26281522,"p36.11"
"379","SKI",6497,"ENSG00000157933","1",2228695,2310119,"p36.33"
"380","SLC25A33",84275,"ENSG00000171612","1",9539482,9585179,"p36.22"
"381","SLC25A34",284723,"ENSG00000162461","1",15736405,15741396,"p36.21"
"382","SLC2A5",6518,"ENSG00000142583","1",9035107,9088478,"p36.23"
"383","SLC2A7",155184,"ENSG00000197241","1",9003300,9026345,"p36.23"
"384","SLC30A2",7780,"ENSG00000158014","1",26037252,26046133,"p36.11"
"385","SLC35E2",9906,"ENSG00000215790","1",1724838,1745992,"p36.33"
"386","SLC35E2B",728661,"ENSG00000189339","1",1659529,1692728,"p36.33"
"387","SLC45A1",50651,"ENSG00000162426","1",8317826,8344167,"p36.23"
"388","SLC9A1",6548,"ENSG00000090020","1",27098815,27166981,"p36.11"
"389","SMPDL3B",27293,"ENSG00000130768","1",27934993,27959157,"p35.3"
"390","SNHG12",85028,"ENSG00000197989","1",28578538,28582983,"p35.3"
"391","SNHG3",8420,"ENSG00000242125","1",28505980,28510892,"p35.3"
"392","SNORA16A",692073,"ENSG00000280498","1",28580920,28581054,"p35.3"
"393","SNORA16A",NA,"ENSG00000274582","1",28580920,28581056,"p35.3"
"394","SNORA44",677825,"ENSG00000273544","1",28580381,28580512,"p35.3"
"395","SNORA59A",677885,"ENSG00000239149","1",12507246,12507397,"p36.21"
"396","SNORA59B",677882,"ENSG00000266079","17",19557211,19557911,"p11.2"
"397","SNORA61",677838,"ENSG00000278274","1",28579764,28579893,"p35.3"
"398","SNORD99",692212,"ENSG00000221539","1",28578749,28578822,"p35.3"
"399","SNRNP40",9410,"ENSG00000060688","1",31259568,31296782,"p35.2"
"400","SPATA21",374955,"ENSG00000187144","1",16387117,16437424,"p36.13"
"401","SPEN",23013,"ENSG00000065526","1",15847864,15940460,"p36.21"
"402","SPSB1",80176,"ENSG00000171621","1",9292880,9369532,"p36.22"
"403","SRM",6723,"ENSG00000116649","1",11054584,11060024,"p36.22"
"404","SRRM1",10250,"ENSG00000133226","1",24631716,24673267,"p36.11"
"405","SRSF10",10772,"ENSG00000188529","1",23964804,23980927,"p36.11"
"406","SRSF4",6429,"ENSG00000116350","1",29147743,29181987,"p35.3"
"407","SSU72",29101,"ENSG00000160075","1",1541673,1574869,"p36.33"
"408","STMN1",3925,"ENSG00000117632","1",25884181,25906991,"p36.11"
"409","STX12",23673,"ENSG00000117758","1",27773183,27824452,"p35.3"
"410","SYF2",25949,"ENSG00000117614","1",25222679,25232502,"p36.11"
"411","SYTL1",84958,"ENSG00000142765","1",27342020,27353937,"p36.11"
"412","TAF12",6883,"ENSG00000120656","1",28589323,28643085,"p35.3"
"413","TARDBP",23435,"ENSG00000120948","1",11012344,11026420,"p36.22"
"414","TAS1R1",80835,"ENSG00000173662","1",6555181,6579757,"p36.31"
"415","TAS1R2",80834,"ENSG00000179002","1",18839599,18859682,"p36.13"
"416","TAS1R3",83756,"ENSG00000169962","1",1331314,1335306,"p36.33"
"417","TCEA3",6920,"ENSG00000204219","1",23381061,23424740,"p36.12"
"418","TCEA3",6920,"ENSG00000282941","CHR_HSCHR1_4_CTG3",23388525,23432204,""
"419","THAP3",90326,"ENSG00000041988","1",6624866,6635586,"p36.31"
"420","TINAGL1",64129,"ENSG00000142910","1",31576485,31587686,"p35.2"
"421","TMCO4",255104,"ENSG00000162542","1",19682213,19799945,"p36.13"
"422","TMEM200B",399474,"ENSG00000253304","1",29119428,29123935,"p35.3"
"423","TMEM201",199953,"ENSG00000188807","1",9588922,9614873,"p36.22"
"424","TMEM222",84065,"ENSG00000186501","1",27322145,27336400,"p36.11"
"425","TMEM240",339453,"ENSG00000205090","1",1535174,1540453,"p36.33"
"426","TMEM50A",23585,"ENSG00000183726","1",25337917,25362361,"p36.11"
"427","TMEM51",55092,"ENSG00000171729","1",15152532,15220480,"p36.21"
"428","TMEM52",339456,"ENSG00000178821","1",1917590,1919273,"p36.33"
"429","TMEM57",55219,"ENSG00000204178","1",25430858,25500209,"p36.11"
"430","TMEM82",388595,"ENSG00000162460","1",15742422,15747982,"p36.21"
"431","TMEM88B",643965,"ENSG00000205116","1",1426128,1427787,"p36.33"
"432","TNFRSF14",8764,"ENSG00000273936","CHR_HSCHR1_1_CTG3",2555639,2565622,""
"433","TNFRSF14",8764,"ENSG00000157873","1",2555639,2565382,"p36.32"
"434","TNFRSF18",8784,"ENSG00000186891","1",1203508,1206691,"p36.33"
"435","TNFRSF1B",7133,"ENSG00000028137","1",12167003,12209228,"p36.22"
"436","TNFRSF25",8718,"ENSG00000215788","1",6461151,6466195,"p36.31"
"437","TNFRSF4",7293,"ENSG00000186827","1",1211326,1214138,"p36.33"
"438","TNFRSF8",943,"ENSG00000120949","1",12063377,12144207,"p36.22"
"439","TNFRSF9",3604,"ENSG00000049249","1",7915894,7943165,"p36.23"
"440","TP73",7161,"ENSG00000078900","1",3652520,3736201,"p36.32"
"441","TP73-AS1",57212,"ENSG00000227372","1",3735601,3747336,"p36.32"
"442","TPRG1L",127262,"ENSG00000158109","1",3625002,3630127,"p36.32"
"443","TRIM63",84676,"ENSG00000158022","1",26051304,26068436,"p36.11"
"444","TRNAU1AP",54952,"ENSG00000180098","1",28553085,28578545,"p35.3"
"445","TRNP1",388610,"ENSG00000253368","1",26993707,27000898,"p36.11"
"446","TTC34",100287898,"ENSG00000275571","CHR_HSCHR1_1_CTG3",2635571,2801699,""
"447","TTC34",100287898,"ENSG00000215912","1",2635976,2801717,"p36.32"
"448","TTLL10",254173,"ENSG00000162571","1",1173884,1197935,"p36.33"
"449","UBE2J2",118424,"ENSG00000160087","1",1253909,1273885,"p36.33"
"450","UBE4B",10277,"ENSG00000130939","1",10032832,10181239,"p36.22"
"451","UBIAD1",29914,"ENSG00000120942","1",11273206,11296049,"p36.22"
"452","UBR4",23352,"ENSG00000127481","1",19074506,19210276,"p36.13"
"453","UBXN10",127733,"ENSG00000162543","1",20186085,20196048,"p36.12"
"454","UBXN11",91544,"ENSG00000158062","1",26281328,26318363,"p36.11"
"455","UQCRHL",440567,"ENSG00000233954","1",15807169,15809348,"p36.21"
"456","USP48",84196,"ENSG00000090686","1",21678298,21783606,"p36.12"
"457","UTS2",10911,"ENSG00000049247","1",7843083,7853512,"p36.23"
"458","VAMP3",9341,"ENSG00000049245","1",7771269,7781432,"p36.23"
"459","VPS13D",55187,"ENSG00000048707","1",12230067,12512047,"p36.22"
"460","VWA1",64856,"ENSG00000179403","1",1434861,1442882,"p36.33"
"461","VWA5B1",127731,"ENSG00000158816","1",20290919,20354894,"p36.12"
"462","WASF2",10163,"ENSG00000158195","1",27404226,27490158,"p36.11"
"463","WASH7P",653635,"ENSG00000227232","1",14404,29570,"p36.33"
"464","WDTC1",23038,"ENSG00000142784","1",27234516,27308633,"p36.11"
"465","WNT4",54361,"ENSG00000162552","1",22117305,22143969,"p36.12"
"466","WRAP73",49856,"ENSG00000116213","1",3630767,3652761,"p36.32"
"467","XKR8",55113,"ENSG00000158156","1",27959462,27968096,"p35.3"
"468","YTHDF2",51441,"ENSG00000198492","1",28736621,28769775,"p35.3"
"469","ZBTB17",7709,"ENSG00000116809","1",15941869,15976132,"p36.13"
"470","ZBTB40",9923,"ENSG00000184677","1",22451851,22531157,"p36.12"
"471","ZBTB48",3104,"ENSG00000204859","1",6580001,6589280,"p36.31"
"472","ZCCHC17",51538,"ENSG00000121766","1",31296982,31364953,"p35.2"
"473","ZDHHC18",84243,"ENSG00000204160","1",26826710,26857602,"p36.11"
"474","ZNF436",80818,"ENSG00000125945","1",23359448,23369442,"p36.12"
"475","ZNF436",80818,"ENSG00000283009","CHR_HSCHR1_4_CTG3",23366912,23376906,""
"476","ZNF593",51042,"ENSG00000142684","1",26169871,26170873,"p36.11"
"477","ZNF683",257101,"ENSG00000176083","1",26361634,26374522,"p36.11"
"478","ACADM",34,"ENSG00000117054","1",75724347,75787575,"p31.1"
"479","ACOT11",26027,"ENSG00000162390","1",54542257,54639192,"p32.3"
"480","ADPRHL2",54936,"ENSG00000116863","1",36088875,36093932,"p34.3"
"481","AGBL4",84871,"ENSG00000186094","1",48532855,50023913,"p33"
"482","AK2",204,"ENSG00000004455","1",33007940,33080996,"p35.1"
"483","AK4",205,"ENSG00000162433","1",65147549,65232145,"p31.3"
"484","AK5",26289,"ENSG00000154027","1",77282051,77559969,"p31.1"
"485","AKIRIN1",79647,"ENSG00000174574","1",38991223,39006059,"p34.3"
"486","AKR1A1",10327,"ENSG00000117448","1",45550543,45570049,"p34.1"
"487","ALG6",29929,"ENSG00000088035","1",63367590,63438562,"p31.3"
"488","ANGPTL3",27329,"ENSG00000132855","1",62597487,62606159,"p31.3"
"489","ANKRD13C",81573,"ENSG00000118454","1",70260588,70354734,"p31.1"
"490","ARTN",9048,"ENSG00000117407","1",43933320,43937241,"p34.1"
"491","ASB17",127247,"ENSG00000154007","1",75918873,75932431,"p31.1"
"492","ATG4C",84938,"ENSG00000125703","1",62784135,62865513,"p31.3"
"493","ATP6V0B",533,"ENSG00000117410","1",43974487,43978295,"p34.1"
"494","ATPAF1",64756,"ENSG00000123472","1",46632737,46673867,"p33"
"495","B4GALT2",8704,"ENSG00000117411","1",43978943,43991170,"p34.1"
"496","BCL10",8915,"ENSG00000142867","1",85266248,85277090,"p22.3"
"497","BEND5",79656,"ENSG00000162373","1",48727523,48776969,"p33"
"498","BEST4",266675,"ENSG00000142959","1",44783585,44787705,"p34.1"
"499","BMP8A",353500,"ENSG00000183682","1",39491646,39525935,"p34.3"
"500","BMP8B",656,"ENSG00000116985","1",39757182,39788861,"p34.2"
"501","BSDC1",55108,"ENSG00000160058","1",32365103,32394731,"p35.1"
"502","BSND",7809,"ENSG00000162399","1",54998933,55010883,"p32.3"
"503","BTBD19",149478,"ENSG00000222009","1",44808482,44815585,"p34.1"
"504","BTF3L4",91408,"ENSG00000134717","1",52056125,52090716,"p32.3"
"505","C1orf109",54955,"ENSG00000116922","1",37681570,37692249,"p34.3"
"506","C1orf122",127687,"ENSG00000197982","1",37806979,37809454,"p34.3"
"507","C1orf123",54987,"ENSG00000162384","1",53214099,53220617,"p32.3"
"508","C1orf141",400757,"ENSG00000203963","1",67092165,67231853,"p31.3"
"509","C1orf185",284546,"ENSG00000204006","1",51102234,51148086,"p32.3"
"510","C1orf210",149466,"ENSG00000253313","1",43281883,43285617,"p34.2"
"511","C1orf216",127703,"ENSG00000142686","1",35713875,35719472,"p34.3"
"512","C1orf228",339541,"ENSG00000198520","1",44674692,44725591,"p34.1"
"513","C1orf50",79078,"ENSG00000164008","1",42767269,42775747,"p34.2"
"514","C1orf52",148423,"ENSG00000162642","1",85249953,85259672,"p22.3"
"515","C1orf87",127795,"ENSG00000162598","1",59987269,60073770,"p32.1"
"516","C1orf94",84970,"ENSG00000142698","1",34166883,34219131,"p35.1"
"517","C8A",731,"ENSG00000157131","1",56854806,56918221,"p32.2"
"518","C8B",732,"ENSG00000021852","1",56929210,56966140,"p32.2"
"519","CACHD1",57685,"ENSG00000158966","1",64470792,64693058,"p31.3"
"520","CAP1",10487,"ENSG00000131236","1",40040233,40072649,"p34.2"
"521","CC2D1B",200014,"ENSG00000154222","1",52345723,52366193,"p32.3"
"522","CCDC17",149483,"ENSG00000159588","1",45620044,45624057,"p34.1"
"523","CCDC24",149473,"ENSG00000159214","1",43991359,43996528,"p34.1"
"524","CCDC28B",79140,"ENSG00000160050","1",32200386,32205387,"p35.2"
"525","CCDC30",728621,"ENSG00000186409","1",42463330,42654664,"p34.2"
"526","CDC20",991,"ENSG00000117399","1",43358955,43363203,"p34.2"
"527","CDCA8",55143,"ENSG00000134690","1",37692418,37709719,"p34.3"
"528","CDCP2",200008,"ENSG00000157211","1",54132968,54153770,"p32.3"
"529","CDKN2C",1031,"ENSG00000123080","1",50960745,50974633,"p32.3"
"530","CITED4",163732,"ENSG00000179862","1",40861051,40862366,"p34.2"
"531","CLCA1",1179,"ENSG00000016490","1",86468368,86500289,"p22.3"
"532","CLCA2",9635,"ENSG00000137975","1",86424086,86456558,"p22.3"
"533","CLCA3P",9629,"ENSG00000153923","1",86634273,86655376,"p22.3"
"534","CLCA4",22802,"ENSG00000016602","1",86547078,86580754,"p22.3"
"535","CLDN19",149461,"ENSG00000164007","1",42733093,42740254,"p34.2"
"536","CLSPN",63967,"ENSG00000092853","1",35720218,35769967,"p34.3"
"537","CMPK1",51727,"ENSG00000162368","1",47333797,47378839,"p33"
"538","COL16A1",1307,"ENSG00000084636","1",31652247,31704319,"p35.2"
"539","COL24A1",255631,"ENSG00000171502","1",85729233,86156943,"p22.3"
"540","COL8A2",1296,"ENSG00000171812","1",36095236,36125220,"p34.3"
"541","COL9A2",1298,"ENSG00000049089","1",40300487,40317816,"p34.2"
"542","CPT2",1376,"ENSG00000157184","1",53196429,53214197,"p32.3"
"543","CRYZ",1429,"ENSG00000116791","1",74705482,74733408,"p31.1"
"544","CSF3R",1441,"ENSG00000119535","1",36466043,36483278,"p34.3"
"545","CSMD2",114784,"ENSG00000121904","1",33513999,34165842,"p35.1"
"546","CTBS",1486,"ENSG00000117151","1",84549606,84574480,"p22.3"
"547","CTH",1491,"ENSG00000116761","1",70411218,70439851,"p31.1"
"548","CYB5RL",NA,"ENSG00000215883","1",54169651,54200036,"p32.3"
"549","CYP2J2",1573,"ENSG00000134716","1",59893308,59926790,"p32.1"
"550","CYP4A11",1579,"ENSG00000187048","1",46929177,46941484,"p33"
"551","CYP4A22",284541,"ENSG00000162365","1",47137435,47149741,"p33"
"552","CYP4B1",1580,"ENSG00000142973","1",46757838,46819413,"p33"
"553","CYP4X1",260293,"ENSG00000186377","1",47023568,47050751,"p33"
"554","CYP4Z1",199974,"ENSG00000186160","1",47067488,47118319,"p33"
"555","CYP4Z2P",163720,"ENSG00000154198","1",46843095,46900437,"p33"
"556","CYR61",3491,"ENSG00000142871","1",85580761,85583962,"p22.3"
"557","DAB1",1600,"ENSG00000173406","1",56994778,58546734,"p32.1"
"558","DCDC2B",149069,"ENSG00000222046","1",32209094,32216196,"p35.2"
"559","DDAH1",23576,"ENSG00000153904","1",85318481,85578363,"p22.3"
"560","DEPDC1",55635,"ENSG00000024526","1",68474152,68497221,"p31.3"
"561","DHCR24",1718,"ENSG00000116133","1",54849633,54887218,"p32.3"
"562","DIO1",1733,"ENSG00000211452","1",53891239,53911086,"p32.3"
"563","DIRAS3",9077,"ENSG00000162595","1",68045962,68051631,"p31.3"
"564","DLEU2L",NA,"ENSG00000116652","1",63547082,63550636,"p31.3"
"565","DLGAP3",58512,"ENSG00000116544","1",34865436,34929585,"p34.3"
"566","DMAP1",55929,"ENSG00000178028","1",44213455,44220681,"p34.1"
"567","DMBX1",127343,"ENSG00000197587","1",46506996,46514226,"p33"
"568","DMRTA2",63950,"ENSG00000142700","1",50417550,50423500,"p32.3"
"569","DMRTB1",63948,"ENSG00000143006","1",53459399,53467488,"p32.3"
"570","DNAJB4",11080,"ENSG00000162616","1",77979175,78017964,"p31.1"
"571","DNAJC6",9829,"ENSG00000116675","1",65248219,65415869,"p31.3"
"572","DNALI1",7802,"ENSG00000163879","1",37556919,37566857,"p34.3"
"573","DNASE2B",58511,"ENSG00000137976","1",84398532,84415018,"p31.1"
"574","DOCK7",85440,"ENSG00000116641","1",62454298,62688368,"p31.3"
"575","DPH2",1802,"ENSG00000132768","1",43970000,43973369,"p34.1"
"576","EBNA1BP2",10969,"ENSG00000117395","1",43164175,43270936,"p34.2"
"577","ECHDC2",55268,"ENSG00000121310","1",52895910,52927212,"p32.3"
"578","EDN2",1907,"ENSG00000127129","1",41478775,41484673,"p34.2"
"579","EFCAB7",84455,"ENSG00000203965","1",63523372,63572693,"p31.3"
"580","EIF2B3",8891,"ENSG00000070785","1",44850522,44986722,"p34.1"
"581","EIF3I",8668,"ENSG00000084623","1",32221928,32231604,"p35.2"
"582","ELAVL4",1996,"ENSG00000162374","1",50048014,50203786,"p33"
"583","ELOVL1",64834,"ENSG00000066322","1",43363397,43368074,"p34.2"
"584","EPHA10",284656,"ENSG00000183317","1",37713880,37765133,"p34.3"
"585","EPS15",2060,"ENSG00000085832","1",51354263,51519328,"p32.3"
"586","ERI3",79033,"ENSG00000117419","1",44221070,44355260,"p34.1"
"587","ERMAP",114625,"ENSG00000164010","1",42817124,42844989,"p34.2"
"588","FAAH",2166,"ENSG00000117480","1",46394265,46413848,"p33"
"589","FAF1",11124,"ENSG00000185104","1",50437028,50960263,"p32.3"
"590","FAM151A",338094,"ENSG00000162391","1",54609182,54623556,"p32.3"
"591","FAM159A",348378,"ENSG00000182183","1",52633344,52669683,"p32.3"
"592","FAM167B",84734,"ENSG00000183615","1",32247233,32248856,"p35.2"
"593","FAM183A",440585,"ENSG00000186973","1",43145153,43156396,"p34.2"
"594","FGGY",55277,"ENSG00000172456","1",59296638,59810647,"p32.1"
"595","FHL3",2275,"ENSG00000183386","1",37996770,38005606,"p34.3"
"596","FNDC5",252995,"ENSG00000160097","1",32862268,32872482,"p35.1"
"597","FOXD2",2306,"ENSG00000186564","1",47436017,47440691,"p33"
"598","FOXD3",27022,"ENSG00000187140","1",63323041,63325126,"p31.3"
"599","FOXE3",2301,"ENSG00000186790","1",47416072,47418052,"p33"
"600","FOXJ3",22887,"ENSG00000198815","1",42176539,42335877,"p34.2"
"601","FPGT",8790,"ENSG00000254685","1",74198212,74234086,"p31.1"
"602","FPGT-TNNI3K",100526835,"ENSG00000259030","1",74198235,74543982,"p31.1"
"603","FUBP1",8880,"ENSG00000162613","1",77944055,77979110,"p31.1"
"604","GADD45A",1647,"ENSG00000116717","1",67685061,67688338,"p31.3"
"605","GBP1",2633,"ENSG00000117228","1",89052319,89065360,"p22.2"
"606","GBP1P1",400759,"ENSG00000225492","1",89407679,89426243,"p22.2"
"607","GBP2",2634,"ENSG00000162645","1",89106132,89150456,"p22.2"
"608","GBP3",2635,"ENSG00000117226","1",89006666,89022894,"p22.2"
"609","GBP4",115361,"ENSG00000162654","1",89181148,89198932,"p22.2"
"610","GBP5",115362,"ENSG00000154451","1",89258950,89272804,"p22.2"
"611","GBP6",163351,"ENSG00000183347","1",89364058,89386461,"p22.2"
"612","GBP7",388646,"ENSG00000213512","1",89131751,89176040,"p22.2"
"613","GEMIN8P4",NA,"ENSG00000228175","1",89993593,89994321,"p22.2"
"614","GIPC2",54810,"ENSG00000137960","1",77979542,78138449,"p31.1"
"615","GJA4",2701,"ENSG00000187513","1",34792998,34795747,"p34.3"
"616","GJA9",81025,"ENSG00000131233","1",38874451,38881587,"p34.3"
"617","GJB3",2707,"ENSG00000188910","1",34781189,34786369,"p34.3"
"618","GJB4",127534,"ENSG00000189433","1",34759741,34763724,"p34.3"
"619","GJB5",2709,"ENSG00000189280","1",34755047,34758512,"p34.3"
"620","GLIS1",148979,"ENSG00000174332","1",53506237,53738106,"p32.3"
"621","GNG12",55970,"ENSG00000172380","1",67701466,67833467,"p31.3"
"622","GNG5",2787,"ENSG00000174021","1",84498325,84506565,"p22.3"
"623","GNL2",29889,"ENSG00000134697","1",37566816,37595935,"p34.3"
"624","GPBP1L1",60313,"ENSG00000159592","1",45627304,45688113,"p34.1"
"625","GPX7",2882,"ENSG00000116157","1",52602372,52609051,"p32.3"
"626","GRIK3",2899,"ENSG00000163873","1",36795527,37034129,"p34.3"
"627","GTF2B",2959,"ENSG00000137947","1",88852932,88891944,"p22.2"
"628","GUCA2A",2980,"ENSG00000197273","1",42162691,42164718,"p34.2"
"629","GUCA2B",2981,"ENSG00000044012","1",42153421,42155824,"p34.2"
"630","HCRTR1",3061,"ENSG00000121764","1",31617686,31632518,"p35.2"
"631","HDAC1",3065,"ENSG00000116478","1",32292086,32333635,"p35.2"
"632","HECTD3",79654,"ENSG00000126107","1",45002540,45011329,"p34.1"
"633","HEYL",26508,"ENSG00000163909","1",39624153,39639945,"p34.2"
"634","HHLA3",11147,"ENSG00000197568","1",70354805,70385339,"p31.1"
"635","HIVEP3",59269,"ENSG00000127124","1",41506365,42035925,"p34.2"
"636","HMGB4",127540,"ENSG00000176256","1",33860475,33864791,"p35.1"
"637","HOOK1",51361,"ENSG00000134709","1",59814786,59876378,"p32.1"
"638","HPCA",3208,"ENSG00000121905","1",32885994,32898441,"p35.1"
"639","HPCAL4",51440,"ENSG00000116983","1",39678648,39691689,"p34.2"
"640","HPDL",84842,"ENSG00000186603","1",45326905,45328533,"p34.1"
"641","HS2ST1",9653,"ENSG00000153936","1",86914648,87109998,"p22.3"
"642","HSPB11",51668,"ENSG00000081870","1",53916574,53945929,"p32.3"
"643","HYI",81888,"ENSG00000178922","1",43451003,43453989,"p34.2"
"644","IFI44",10561,"ENSG00000137965","1",78649796,78664078,"p31.1"
"645","IFI44L",10964,"ENSG00000137959","1",78619922,78646145,"p31.1"
"646","IL12RB2",3595,"ENSG00000081985","1",67307364,67396900,"p31.3"
